ID,NAME,SMILES,NaClg/L,Temp,Concentration,IE
11459,2–(chloromethyl)benzimidazole,ClCc2nc1ccccc1[nH]2,35,313K,10ppm,97.86%
11460,2–(chloromethyl)benzimidazole,ClCc2nc1ccccc1[nH]2,35,333K,10ppm,97.15%
11461,long-chain fatty acid amide (LFA),CCCCCCCCCCCC(=O)NCCN(CCN)CC(O)COP(=O)(O)[O-],20,293K,100ppm,25.20%
11462,long-chain fatty acid amide (LFA),CCCCCCCCCCCC(=O)NCCN(CCN)CC(O)COP(=O)(O)[O-],20,293K,400ppm,60.20%
11463,long-chain fatty acid amide (LFA),CCCCCCCCCCCC(=O)NCCN(CCN)CC(O)COP(=O)(O)[O-],20,293K,700ppm,84.70%
11464,long-chain fatty acid amide (LFA),CCCCCCCCCCCC(=O)NCCN(CCN)CC(O)COP(=O)(O)[O-],20,293K,1000ppm,93.80%
11465,long-chain fatty acid amide (LFA),CCCCCCCCCCCC(=O)NCCN(CCN)CC(O)COP(=O)(O)[O-],20,333K,100ppm,21.70%
11466,long-chain fatty acid amide (LFA),CCCCCCCCCCCC(=O)NCCN(CCN)CC(O)COP(=O)(O)[O-],20,333K,400ppm,48.50%
11467,long-chain fatty acid amide (LFA),CCCCCCCCCCCC(=O)NCCN(CCN)CC(O)COP(=O)(O)[O-],20,333K,700ppm,74.00%
11468,long-chain fatty acid amide (LFA),CCCCCCCCCCCC(=O)NCCN(CCN)CC(O)COP(=O)(O)[O-],20,333K,1000ppm,84.50%
11469,imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=S,30,333K,0.488×10-5mol/L,89.30%
11470,imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=S,30,333K,1.22×10-5mol/L,94.30%
11471,imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=S,30,333K,2.44×10-5mol/L,96.10%
11472,imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=S,30,333K,4.88×10-5mol/L,97.40%
11473,imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=S,30,333K,0.488×10-5mol/L,93.20%
11474,imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=S,30,333K,1.22×10-5mol/L,95.50%
11475,imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=S,30,333K,2.44×10-5mol/L,97.40%
11476,imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=S,30,333K,4.88×10-5mol/L,97.60%
11477,imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=S,30,313K,0.4878×10-5mol/L,91.90%
11478,imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=S,30,313K,1.2195×10-5mol/L,94.90%
11479,imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=S,30,313K,2.4390×10-5mol/L,96.00%
11480,imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=S,30,313K,4.878×10-5mol/L,97.00%
11481,imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=S,30,333K,0.4878×10-5mol/L,93.20%
11482,imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=S,30,333K,1.2195×10-5mol/L,95.50%
11483,imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=S,30,333K,2.4390×10-5mol/L,97.40%
11484,imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=S,30,333K,4.878×10-5mol/L,97.60%
11485,imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=S,30,313K,0.4878×10-5mol/L,57.80%
11486,imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=S,30,313K,1.2195×10-5mol/L,92.20%
11487,imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=S,30,313K,2.4390×10-5mol/L,94.70%
11488,imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=S,30,313K,4.878×10-5mol/L,97.40%
11489,imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=S,30,333K,0.4878×10-5mol/L,60.90%
11490,imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=S,30,333K,1.2195×10-5mol/L,92.50%
11491,imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=S,30,333K,2.4390×10-5mol/L,96.30%
11492,imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNC(N)=S,30,333K,4.878×10-5mol/L,97.80%
11493,sodium benzoate,O=C(O[Na])c1ccccc1,23.2,303K,10ppm,0.14%
11494,oleic-base imidazoline,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,23.2,303K,10ppm,78.62%
11495,natural olive leaf extract,[H][C@@]/3(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)O/C=C(C(=O)OC)\[C@@H](CC(=O)OCCc2ccc(O)c(O)c2)C3=C/C,35,338K,100 PPM,69.74%
11496,natural olive leaf extract,[H][C@@]/3(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)O/C=C(C(=O)OC)\[C@@H](CC(=O)OCCc2ccc(O)c(O)c2)C3=C/C,35,338K,100 PPM,75.35%
11497,natural olive leaf extract,[H][C@@]/3(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)O/C=C(C(=O)OC)\[C@@H](CC(=O)OCCc2ccc(O)c(O)c2)C3=C/C,35,338K,100 PPM,78.36%
11498,natural olive leaf extract,[H][C@@]/3(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)O/C=C(C(=O)OC)\[C@@H](CC(=O)OCCc2ccc(O)c(O)c2)C3=C/C,35,338K,100 PPM,79.03%
11499,natural olive leaf extract,[H][C@@]/3(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)O/C=C(C(=O)OC)\[C@@H](CC(=O)OCCc2ccc(O)c(O)c2)C3=C/C,35,338K,100 PPM,84.53%
11501,,c3ccc(c2nc1ccccc1[nH]2)nc3,35,298K,7.68 mM,68%
11502,"2-(4-methoxyphenyl)-
4,5-diphenylimidazole",COc4ccc(c3nc(c1ccccc1)c(c2ccccc2)[nH]3)cc4,35,308K,400 PPM,90%
11503,"2-(4-methoxyphenyl)-
4,5-diphenylimidazole",Cc4ccc(c3nc(c1ccccc1)c(c2ccccc2)[nH]3)cc4,35,308K,400 PPM,84%
11504,"2-(4-methoxyphenyl)-
4,5-diphenylimidazole",O=N(=O)c4ccc(c3nc(c1ccccc1)c(c2ccccc2)[nH]3)cc4,35,308K,400 PPM,77%
11505,dissymmetric bis-quaternary ammonium salt with an imidazoline ring and an ester group,CCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+]1(CCN)CC/N=C1/CCCCCCCCCCC,20,298K,50 mg/L ,56.00%
11506,dissymmetric bis-quaternary ammonium salt with an imidazoline ring and an ester group,CCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+]1(CCN)CC/N=C1/CCCCCCCCCCC,20,298K,75 mg/L ,68.90%
11507,dissymmetric bis-quaternary ammonium salt with an imidazoline ring and an ester group,CCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+]1(CCN)CC/N=C1/CCCCCCCCCCC,20,298K,100 mg/L ,85.30%
11508,dissymmetric bis-quaternary ammonium salt with an imidazoline ring and an ester group,CCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+]1(CCN)CC/N=C1/CCCCCCCCCCC,20,298K,125 mg/L ,87.90%
11509,dissymmetric bis-quaternary ammonium salt with an imidazoline ring and an ester group,CCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+]1(CCN)CC/N=C1/CCCCCCCCCCC,20,298K,150 mg/L ,91.40%
11510,dissymmetric bis-quaternary ammonium salt with an imidazoline ring and an ester group,CCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+]1(CCN)CC/N=C1/CCCCCCCCCCC,20,298K,175 mg/L ,91.60%
11511,dissymmetric bis-quaternary ammonium salt with an imidazoline ring and an ester group,CCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+]1(CCN)CC/N=C1/CCCCCCCCCCC,20,298K,200 mg/L ,92.20%
11512,dissymmetric bis-quaternary ammonium salt with an imidazoline ring and an ester group,CCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+]1(CCN)CC/N=C1/CCCCCCCCCCC,20,298K,150 mg/L ,30.00%
11513,dissymmetric bis-quaternary ammonium salt with an imidazoline ring and an ester group,CCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+]1(CCN)CC/N=C1/CCCCCCCCCCC,20,298K,150 mg/L ,86.40%
11514,dissymmetric bis-quaternary ammonium salt with an imidazoline ring and an ester group,CCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+]1(CCN)CC/N=C1/CCCCCCCCCCC,20,298K,150 mg/L ,80.20%
11515,dissymmetric bis-quaternary ammonium salt with an imidazoline ring and an ester group,CCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+]1(CCN)CC/N=C1/CCCCCCCCCCC,20,298K,150 mg/L ,80.20%
11516,dissymmetric bis-quaternary ammonium salt with an imidazoline ring and an ester group,CCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+]1(CCN)CC/N=C1/CCCCCCCCCCC,20,298K,150 mg/L ,80.40%
11517,dissymmetric bis-quaternary ammonium salt with an imidazoline ring and an ester group,CCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+]1(CCN)CC/N=C1/CCCCCCCCCCC,20,298K,150 mg/L ,84.30%
11518,dissymmetric bis-quaternary ammonium salt with an imidazoline ring and an ester group,CCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+]1(CCN)CC/N=C1/CCCCCCCCCCC,20,298K,150 mg/L ,86.10%
11519,dissymmetric bis-quaternary ammonium salt with an imidazoline ring and an ester group,CCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+]1(CCN)CC/N=C1/CCCCCCCCCCC,20,298K,150 mg/L ,83.70%
11520,dissymmetric bis-quaternary ammonium salt with an imidazoline ring and an ester group,CCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+]1(CCN)CC/N=C1/CCCCCCCCCCC,20,298K,150 mg/L ,83.50%
11521,dissymmetric bis-quaternary ammonium salt with an imidazoline ring and an ester group,CCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+]1(CCN)CC/N=C1/CCCCCCCCCCC,20,298K,150 mg/L ,82.10%
11522,dissymmetric bis-quaternary ammonium salt with an imidazoline ring and an ester group,CCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+]1(CCN)CC/N=C1/CCCCCCCCCCC,20,298K,150 mg/L ,82.00%
11523,1-(2-aminoethyl)-2-heptadecyl-2-imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCN,20,313K,2 PPM,49.70%
11524,1-(2-aminoethyl)-2-heptadecyl-2-imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCN,20,313K,3 PPM,60.70%
11525,1-(2-aminoethyl)-2-heptadecyl-2-imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCN,20,313K,5 PPM,70.30%
11526,1-(2-aminoethyl)-2-heptadecyl-2-imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCN,20,313K,7 PPM,79.40%
11527,1-(2-aminoethyl)-2-heptadecyl-2-imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCN,20,313K,9 PPM,82.10%
11528,1-[2-{2-(2-aminoethylamino)-ethylamino}ethyl]-2-heptadecyl-2-imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNCCNCCN,20,313K,2 PPM,23.10%
11529,1-[2-{2-(2-aminoethylamino)-ethylamino}ethyl]-2-heptadecyl-2-imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNCCNCCN,20,313K,3 PPM,58.70%
11530,1-[2-{2-(2-aminoethylamino)-ethylamino}ethyl]-2-heptadecyl-2-imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNCCNCCN,20,313K,5 PPM,75.30%
11531,1-[2-{2-(2-aminoethylamino)-ethylamino}ethyl]-2-heptadecyl-2-imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNCCNCCN,20,313K,7 PPM,86.00%
11532,1-(2-aminoethyl)-2-(heptadecyl)-bis-2-imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNCCN2CC/N=C2/CCCCCCCCCCCCCCCCC,20,313K,1PPM,11.10%
11533,1-(2-aminoethyl)-2-(heptadecyl)-bis-2-imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNCCN2CC/N=C2/CCCCCCCCCCCCCCCCC,20,313K,3 PPM,35.70%
11534,1-(2-aminoethyl)-2-(heptadecyl)-bis-2-imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNCCN2CC/N=C2/CCCCCCCCCCCCCCCCC,20,313K,5 PPM,62.50%
11535,1-(2-aminoethyl)-2-(heptadecyl)-bis-2-imidazoline,CCCCCCCCCCCCCCCCC/C1=N/CCN1CCNCCN2CC/N=C2/CCCCCCCCCCCCCCCCC,20,313K,78PPM,83.10%
11536,Poly(urethane-semicarbazides) (SR-16),NNc2nnc(NNC(=O)NC1CCC(NC(=O)O)CC1)s2,5.9,323K,10 PPM,62.80%
11537,Poly(urethane-semicarbazides) (SR-16),NNc2nnc(NNC(=O)NC1CCC(NC(=O)O)CC1)s2,5.9,323K,25 PPM,68.26%
11538,Poly(urethane-semicarbazides) (SR-16),NNc2nnc(NNC(=O)NC1CCC(NC(=O)O)CC1)s2,5.9,323K,50  PPM ,81.29%
11539,Poly(urethane-semicarbazides) (SR-16),NNc2nnc(NNC(=O)NC1CCC(NC(=O)O)CC1)s2,5.9,323K,100 PPM,88.07%
11540,Poly(urethane-semicarbazides) (SR-16),NNc2nnc(NNC(=O)NC1CCC(NC(=O)O)CC1)s2,5.9,323K,150 PPM,92.12%
11541,Poly(urethane-semicarbazides) (SR-17),NNc2nnc(NNC(=O)Nc1ccc(NC(=O)O)cc1)s2,5.9,323K,10 PPM,65.17%
11542,Poly(urethane-semicarbazides) (SR-17),NNc2nnc(NNC(=O)Nc1ccc(NC(=O)O)cc1)s2,5.9,323K,25 PPM,71.53%
11543,Poly(urethane-semicarbazides) (SR-17),NNc2nnc(NNC(=O)Nc1ccc(NC(=O)O)cc1)s2,5.9,323K,50  PPM ,85.16%
11544,Poly(urethane-semicarbazides) (SR-17),NNc2nnc(NNC(=O)Nc1ccc(NC(=O)O)cc1)s2,5.9,323K,100 PPM,92.27%
11545,Poly(urethane-semicarbazides) (SR-17),NNc2nnc(NNC(=O)Nc1ccc(NC(=O)O)cc1)s2,5.9,323K,150 PPM,96.52%
11546,poly(methyl methacrylate-co-N-vinyl-2-pyrrolidone) polymer,CC(CCC(=O)O)N1CCCC1=O,30,298K,250 mg /L,79%
11547,poly(methyl methacrylate-co-N-vinyl-2-pyrrolidone) polymer,CC(CCC(=O)O)N1CCCC1=O,30,298K,500  mg /L,86%
11548,poly(methyl methacrylate-co-N-vinyl-2-pyrrolidone) polymer,CC(CCC(=O)O)N1CCCC1=O,30,298K,1000 mg /L,96%
11549,1-[(2-hydroxyethyl) amino]-2-(salicylideneamino)ethane,OCCNCC/N=C/c1ccccc1O,30,298K,200 mg /L,65.10%
11550,1-[(2-hydroxyethyl) amino]-2-(salicylideneamino)ethane,OCCNCC/N=C/c1ccccc1O,30,298K,300 mg /L,75.30%
11551,1-[(2-hydroxyethyl) amino]-2-(salicylideneamino)ethane,OCCNCC/N=C/c1ccccc1O,30,298K,400 mg /L,85.40%
11552,1-[(2-hydroxyethyl) amino]-2-(salicylideneamino)ethane,OCCNCC/N=C/c1ccccc1O,30,298K,500 mg /L,86.20%
11553,Kopsia terengganensis’ alkaloids,CCC25CCCN1CCc3c(C12)n(c4ccccc34)C(O)C5,30,298K,50 PPM,39.73%
11554,Kopsia terengganensis’ alkaloids,CCC25CCCN1CCc3c(C12)n(c4ccccc34)C(O)C5,30,298K,70 PPM,51%
11555,Kopsia terengganensis’ alkaloids,CCC25CCCN1CCc3c(C12)n(c4ccccc34)C(O)C5,30,298K,100 PPM,73.07%
11556,Kopsia terengganensis’ alkaloids,CCC25CCCN1CCc3c(C12)n(c4ccccc34)C(O)C5,30,298K,200 PPM,76.03%
11557,Kopsia terengganensis’ alkaloids,CCC25CCCN1CCc3c(C12)n(c4ccccc34)C(O)C5,30,298K,500 PPM,81.38%
11558,N-[2-[(2-aminoethyl) amino] ethyl]-9-octadecenamide,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,298K,0.07×10-5mol/m3,22%
11559,N-[2-[(2-aminoethyl) amino] ethyl]-9-octadecenamide,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,298K,0.14×10-5mol/m3,41%
11560,N-[2-[(2-aminoethyl) amino] ethyl]-9-octadecenamide,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,298K,0.27×10-5mol/m3,61%
11561,N-[2-[(2-aminoethyl) amino] ethyl]-9-octadecenamide,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,298K,0.82×10-5mol/m3,90%
11562,N-[2-[(2-aminoethyl) amino] ethyl]-9-octadecenamide,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,298K,1.36×10-5mol/m3,98%
11563,N-[2-[(2-aminoethyl) amino] ethyl]-9-octadecenamide,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,298K,2.72×10-5mol/m3,99%
11564,N-[2-[(2-aminoethyl) amino] ethyl]-9-octadecenamide,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,298K,4.08×10-5mol/m3,99%
11565,N-[2-[(2-aminoethyl) amino] ethyl]-9-octadecenamide,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN,50,298K,5.44×10-5mol/m3,99%
11566,"sodium 
benzoate 
(SB) 
and 
oleic-base 
imidazoline 
(OIM).",CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,23.2065,303K,10 mg/L,78.62%
11567,5,CN2CCC(CCCCCCCCCOc1ccc(C=O)cc1)O2,58.5,333K,10 PPM,86.50%
11568,5,CN2CCC(CCCCCCCCCOc1ccc(C=O)cc1)O2,29.25,313K,1.5 PPM,54.10%
11569,5,CN2CCC(CCCCCCCCCOc1ccc(C=O)cc1)O2,29.25,313K,2.5 PPM,62.70%
11570,5,CN2CCC(CCCCCCCCCOc1ccc(C=O)cc1)O2,29.25,313K,5 PPM,66.60%
11571,5,CN2CCC(CCCCCCCCCOc1ccc(C=O)cc1)O2,29.25,313K,10 PPM,73.90%
11572,5,CN2CCC(CCCCCCCCCOc1ccc(C=O)cc1)O2,29.25,313K,25 PPM,84.80%
11573,5,CN2CCC(CCCCCCCCCOc1ccc(C=O)cc1)O2,29.25,313K,100 PPM,94.60%
11574,5,CN2CCC(CCCCCCCCCOc1ccc(C=O)cc1)O2,29.25,313K,200 PPM,95.50%
11575,8,CN2CCC(CCCCCCCCCOc1ccc(/C=C/C=O)cc1)O2,58.5,333K,10 PPM,90.20%
11576,8,CN2CCC(CCCCCCCCCOc1ccc(/C=C/C=O)cc1)O2,29.25,313K,0.5 PPM,44.00%
11577,8,CN2CCC(CCCCCCCCCOc1ccc(/C=C/C=O)cc1)O2,29.25,313K,1 PPM,67.40%
11578,8,CN2CCC(CCCCCCCCCOc1ccc(/C=C/C=O)cc1)O2,29.25,313K,1.5 PPM,77.20%
11579,8,CN2CCC(CCCCCCCCCOc1ccc(/C=C/C=O)cc1)O2,29.25,313K,2.5 PPM,88.10%
11580,8,CN2CCC(CCCCCCCCCOc1ccc(/C=C/C=O)cc1)O2,29.25,313K,5 PPM,88.90%
11581,8,CN2CCC(CCCCCCCCCOc1ccc(/C=C/C=O)cc1)O2,29.25,313K,10 PPM,90.40%
11582,8,CN2CCC(CCCCCCCCCOc1ccc(/C=C/C=O)cc1)O2,29.25,313K,25 PPM,93.10%
11583,8,CN2CCC(CCCCCCCCCOc1ccc(/C=C/C=O)cc1)O2,29.25,313K,100 PPM,94.40%
11584,8,CN2CCC(CCCCCCCCCOc1ccc(/C=C/C=O)cc1)O2,29.25,313K,200 PPM,95.60%
11585,10,C#CC[N+]2(C)CCC(CCCCCCCCCOc1ccc(/C=C/C=O)cc1)O2,58.5,333K,10 PPM,90.30%
11586,10,C#CC[N+]2(C)CCC(CCCCCCCCCOc1ccc(/C=C/C=O)cc1)O2,29.25,313K,0.5 PPM,32.00%
11587,10,C#CC[N+]2(C)CCC(CCCCCCCCCOc1ccc(/C=C/C=O)cc1)O2,29.25,313K,1 PPM,52.00%
11588,10,C#CC[N+]2(C)CCC(CCCCCCCCCOc1ccc(/C=C/C=O)cc1)O2,29.25,313K,1.5 PPM,69.00%
11589,10,C#CC[N+]2(C)CCC(CCCCCCCCCOc1ccc(/C=C/C=O)cc1)O2,29.25,313K,2.5 PPM,87.90%
11590,10,C#CC[N+]2(C)CCC(CCCCCCCCCOc1ccc(/C=C/C=O)cc1)O2,29.25,313K,5 PPM,89.90%
11591,10,C#CC[N+]2(C)CCC(CCCCCCCCCOc1ccc(/C=C/C=O)cc1)O2,29.25,313K,10 PPM,91.80%
11592,10,C#CC[N+]2(C)CCC(CCCCCCCCCOc1ccc(/C=C/C=O)cc1)O2,29.25,313K,15 PPM,92.90%
11593,10,C#CC[N+]2(C)CCC(CCCCCCCCCOc1ccc(/C=C/C=O)cc1)O2,29.25,313K,25 PPM,94.60%
11594,10,C#CC[N+]2(C)CCC(CCCCCCCCCOc1ccc(/C=C/C=O)cc1)O2,29.25,313K,50 PPM,95.50%
11595,10,C#CC[N+]2(C)CCC(CCCCCCCCCOc1ccc(/C=C/C=O)cc1)O2,29.25,313K,100 PPM,98.00%
11596,10,C#CC[N+]2(C)CCC(CCCCCCCCCOc1ccc(/C=C/C=O)cc1)O2,29.25,313K,200 PPM,98.50%
11597,"N,N'-(pyridine-2,6-diyl)bis(1-(4-methoxyphenyl) methanimine) (PM)",COc3ccc(/C=N/c2cccc(N=Cc1ccc(OC)cc1)n2)cc3,35,313K,50 mg/L,40.00%
11598,"N,N'-(pyridine-2,6-diyl)bis(1-(4-methoxyphenyl) methanimine) (PM)",COc3ccc(/C=N/c2cccc(N=Cc1ccc(OC)cc1)n2)cc3,35,313K,100 mg/L,62.00%
11599,"N,N'-(pyridine-2,6-diyl)bis(1-(4-methoxyphenyl) methanimine) (PM)",COc3ccc(/C=N/c2cccc(N=Cc1ccc(OC)cc1)n2)cc3,35,313K,200 mg/L,84.00%
11600,"N,N'-(pyridine-2,6-diyl)bis(1-(4-methoxyphenyl) methanimine) (PM)",COc3ccc(/C=N/c2cccc(N=Cc1ccc(OC)cc1)n2)cc3,35,313K,400 mg/L,91.00%
11601,"N,N'-(pyridine-2,6-diyl)bis(1-(4-methoxyphenyl) methanimine) (PM)",COc3ccc(/C=N/c2cccc(N=Cc1ccc(OC)cc1)n2)cc3,35,313K,50 mg/L,53.00%
11602,"N,N'-(pyridine-2,6-diyl)bis(1-(4-methoxyphenyl) methanimine) (PM)",COc3ccc(/C=N/c2cccc(N=Cc1ccc(OC)cc1)n2)cc3,35,313K,100 mg/L,68.00%
11603,"N,N'-(pyridine-2,6-diyl)bis(1-(4-methoxyphenyl) methanimine) (PM)",COc3ccc(/C=N/c2cccc(N=Cc1ccc(OC)cc1)n2)cc3,35,313K,200 mg/L,80.00%
11604,"N,N'-(pyridine-2,6-diyl)bis(1-(4-methoxyphenyl) methanimine) (PM)",COc3ccc(/C=N/c2cccc(N=Cc1ccc(OC)cc1)n2)cc3,35,313K,400 mg/L,90.00%
11605,"1,2,4,7,9,10-Hexaazacyclo-pentadeca-10,15-dien-3,5,6,8-tetraone (HPT)",O=C1N/N=C/CCC/C=N/NC(=O)NC(=O)C(=O)N1,35,298K,50 PPM,66.00%
11606,"1,2,4,7,9,10-Hexaazacyclo-pentadeca-10,15-dien-3,5,6,8-tetraone (HPT)",O=C1N/N=C/CCC/C=N/NC(=O)NC(=O)C(=O)N1,35,298K,100 PPM,72.00%
11607,"1,2,4,7,9,10-Hexaazacyclo-pentadeca-10,15-dien-3,5,6,8-tetraone (HPT)",O=C1N/N=C/CCC/C=N/NC(=O)NC(=O)C(=O)N1,35,298K,200 PPM,85.00%
11608,"1,2,4,7,9,10-Hexaazacyclo-pentadeca-10,15-dien-3,5,6,8-tetraone (HPT)",O=C1N/N=C/CCC/C=N/NC(=O)NC(=O)C(=O)N1,35,298K,400 PPM,92.00%
11609,2-(2-Bromophenyl)-1-methyl-1H-benzimidazole (BPMB),Cn3c(c1ccccc1Br)nc2ccccc23,35,298K,0.17 mM,85.30%
11610,2-(2-Bromophenyl)-1-methyl-1H-benzimidazole (BPMB),Cn3c(c1ccccc1Br)nc2ccccc23,35,298K,0.34 mM,94.70%
11611,2-(2-Bromophenyl)-1-methyl-1H-benzimidazole (BPMB),Cn3c(c1ccccc1Br)nc2ccccc23,35,298K,0.17 mM,78.40%
11612,2-(2-Bromophenyl)-1-methyl-1H-benzimidazole (BPMB),Cn3c(c1ccccc1Br)nc2ccccc23,35,298K,0.34 mM,89.40%
11613,2-(2-Bromophenyl)-1-methyl-1H-benzimidazole (BPMB),Cn3c(c1ccccc1Br)nc2ccccc23,35,298K,0.17 mM,71.00%
11614,2-(2-Bromophenyl)-1-methyl-1H-benzimidazole (BPMB),Cn3c(c1ccccc1Br)nc2ccccc23,35,298K,0.34 mM,79.50%
11615,2-(2-Bromophenyl)-1-methyl-1H-benzimidazole (BPMB),Cn3c(c1ccccc1Br)nc2ccccc23,35,298K,0.17 mM,9.20%
11616,2-(2-Bromophenyl)-1-methyl-1H-benzimidazole (BPMB),Cn3c(c1ccccc1Br)nc2ccccc23,35,298K,0.34 mM,51.20%
11617,2-(2-Bromophenyl)-1-methyl-1H-benzimidazole (BPMB),Cn3c(c1ccccc1Br)nc2ccccc23,35,298K,0.34 mM,51.20%
11618,2-(2-Bromophenyl)-1-methyl-1H-benzimidazole (BPMB),Cn3c(c1ccccc1Br)nc2ccccc23,35,298K,0.34 mM,93.70%
11619,mercaptoethanol (ME),OCCS,35,298K,0.34 mM,88.40%
11620,2-(2-pyridyl)benzimidazole (2PB),c3ccc(c2nc1ccccc1[nH]2)nc3,35,298K,2.56 mM,44.20%
11621,2-(2-pyridyl)benzimidazole (2PB),c3ccc(c2nc1ccccc1[nH]2)nc3,35,298K,7.68 mM,64.40%
11622,2-(2-pyridyl)benzimidazole (2PB),c3ccc(c2nc1ccccc1[nH]2)nc3,35,298K,2.56 mM,90.00%
11623,2-(2-pyridyl)benzimidazole (2PB),c3ccc(c2nc1ccccc1[nH]2)nc3,35,298K,7.68 mM,97.00%
11624,2-(2-pyridyl)benzimidazole (2PB),c3ccc(c2nc1ccccc1[nH]2)nc3,35,298K,2.56 mM,91.00%
11625,2-(2-pyridyl)benzimidazole (2PB),c3ccc(c2nc1ccccc1[nH]2)nc3,35,298K,7.68 mM,97.00%
11626,2-(2-pyridyl)benzimidazole (2PB),c3ccc(c2nc1ccccc1[nH]2)nc3,35,298K,2.56 mM,86.00%
